Life expectancy at birth (period, 1x1) 	Last modified: 11 Dec 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
SWE        1828        40.29    35.34    37.76
SWE        1829        38.62    33.92    36.21
SWE        1830        43.45    38.59    40.98
SWE        1831        41.17    36.87    39.00
SWE        1832        42.59    39.12    40.85
SWE        1833        44.70    40.36    42.52
SWE        1834        40.89    36.30    38.55
SWE        1835        49.35    44.94    47.15
SWE        1836        47.25    43.05    45.15
SWE        1837        41.81    37.46    39.60
SWE        1838        42.23    37.84    40.00
SWE        1839        41.77    37.99    39.87
SWE        1840        46.14    41.84    43.98
SWE        1841        47.24    43.05    45.14
SWE        1842        45.04    40.59    42.80
SWE        1843        44.86    40.81    42.83
SWE        1844        46.91    41.22    44.01
SWE        1845        48.50    43.51    45.99
SWE        1846        43.94    40.16    42.04
SWE        1847        41.95    38.34    40.14
SWE        1848        47.29    42.99    45.13
SWE        1849        46.84    42.20    44.50
SWE        1850        47.29    42.17    44.69
SWE        1851        46.10    41.21    43.62
SWE        1852        43.74    39.04    41.35
SWE        1853        41.96    38.07    39.99
SWE        1854        46.51    42.55    44.53
SWE        1855        44.81    41.33    43.06
SWE        1856        44.03    40.24    42.12
SWE        1857        36.60    32.73    34.62
SWE        1858        43.61    40.38    41.99
SWE        1859        46.19    42.35    44.26
SWE        1860        50.29    46.61    48.46
SWE        1861        49.01    45.35    47.19
SWE        1862        44.19    41.19    42.70
SWE        1863        47.11    43.87    45.50
SWE        1864        46.51    43.12    44.81
SWE        1865        47.48    43.45    45.45
SWE        1866        46.90    42.81    44.84
SWE        1867        48.28    44.29    46.27
SWE        1868        45.20    41.48    43.32
SWE        1869        42.72    39.32    41.01
SWE        1870        46.84    43.22    45.02
SWE        1871        50.67    47.15    48.91
SWE        1872        51.88    48.00    49.94
SWE        1873        50.29    46.82    48.56
SWE        1874        46.06    42.26    44.15
SWE        1875        46.38    42.59    44.47
SWE        1876        46.31    43.21    44.77
SWE        1877        47.84    44.29    46.06
SWE        1878        48.08    45.50    46.80
SWE        1879        50.37    47.63    49.02
SWE        1880        49.15    46.18    47.67
SWE        1881        49.93    46.89    48.42
SWE        1882        50.03    46.78    48.41
SWE        1883        50.40    47.23    48.82
SWE        1884        50.59    47.39    49.00
SWE        1885        50.38    47.26    48.83
SWE        1886        51.89    49.13    50.52
SWE        1887        52.84    49.92    51.39
SWE        1888        53.50    50.97    52.25
SWE        1889        53.37    51.05    52.23
SWE        1890        51.77    49.08    50.44
SWE        1891        52.50    49.53    51.02
SWE        1892        51.75    49.18    50.47
SWE        1893        52.50    49.79    51.16
SWE        1894        53.05    50.71    51.89
SWE        1895        55.29    52.70    54.01
SWE        1896        54.60    52.05    53.34
SWE        1897        55.26    52.71    54.00
SWE        1898        56.03    53.12    54.59
SWE        1899        52.30    49.50    50.90
SWE        1900        53.63    50.80    52.23
SWE        1901        54.09    51.65    52.88
SWE        1902        55.87    53.50    54.70
SWE        1903        56.39    53.55    54.98
SWE        1904        56.43    54.08    55.27
SWE        1905        55.67    53.15    54.42
SWE        1906        57.69    55.39    56.56
SWE        1907        58.05    55.65    56.87
SWE        1908        57.46    55.18    56.33
SWE        1909        59.48    57.17    58.34
SWE        1910        59.03    56.43    57.74
SWE        1911        59.43    56.53    57.99
SWE        1912        59.09    56.35    57.73
SWE        1913        59.97    57.17    58.59
SWE        1914        59.40    56.86    58.15
SWE        1915        58.36    55.83    57.10
SWE        1916        59.28    56.92    58.12
SWE        1917        60.06    57.53    58.80
SWE        1918        51.36    48.10    49.72
SWE        1919        57.89    54.97    56.42
SWE        1920        60.24    57.58    58.91
SWE        1921        62.27    59.69    60.98
SWE        1922        61.91    60.22    61.07
SWE        1923        64.05    61.76    62.91
SWE        1924        63.08    60.79    61.94
SWE        1925        63.68    61.33    62.51
SWE        1926        63.77    61.69    62.74
SWE        1927        62.64    60.47    61.56
SWE        1928        63.20    61.19    62.20
SWE        1929        63.41    61.17    62.29
SWE        1930        64.19    62.13    63.17
SWE        1931        63.63    61.79    62.71
SWE        1932        64.90    62.95    63.93
SWE        1933        65.96    63.65    64.80
SWE        1934        66.07    63.84    64.96
SWE        1935        66.05    63.68    64.86
SWE        1936        65.77    63.44    64.60
SWE        1937        65.82    63.42    64.61
SWE        1938        67.09    64.02    65.54
SWE        1939        67.71    65.07    66.38
SWE        1940        68.13    65.38    66.74
SWE        1941        68.26    65.70    66.97
SWE        1942        70.36    67.57    68.96
SWE        1943        70.08    67.34    68.70
SWE        1944        69.28    66.20    67.72
SWE        1945        69.52    67.16    68.33
SWE        1946        70.67    68.36    69.51
SWE        1947        70.63    68.33    69.48
SWE        1948        72.13    69.35    70.73
SWE        1949        72.16    69.48    70.81
SWE        1950        72.44    69.85    71.14
SWE        1951        72.70    70.04    71.36
SWE        1952        73.29    70.42    71.84
SWE        1953        73.40    70.43    71.91
SWE        1954        73.87    70.86    72.35
SWE        1955        74.15    71.05    72.59
SWE        1956        74.40    70.96    72.66
SWE        1957        74.27    70.75    72.49
SWE        1958        74.80    71.53    73.15
SWE        1959        75.20    71.58    73.37
SWE        1960        74.88    71.24    73.04
SWE        1961        75.38    71.64    73.49
SWE        1962        75.42    71.36    73.35
SWE        1963        75.61    71.53    73.53
SWE        1964        75.87    71.62    73.70
SWE        1965        76.08    71.74    73.87
SWE        1966        76.46    71.84    74.10
SWE        1967        76.55    71.85    74.15
SWE        1968        76.39    71.71    74.00
SWE        1969        76.63    71.71    74.11
SWE        1970        77.21    72.23    74.66
SWE        1971        77.39    71.97    74.60
SWE        1972        77.53    72.03    74.71
SWE        1973        77.72    72.16    74.86
SWE        1974        77.90    72.20    74.97
SWE        1975        77.95    72.17    74.98
SWE        1976        77.96    72.16    74.97
SWE        1977        78.57    72.41    75.39
SWE        1978        78.69    72.46    75.48
SWE        1979        78.72    72.50    75.52
SWE        1980        78.85    72.78    75.74
SWE        1981        79.14    73.08    76.04
SWE        1982        79.39    73.43    76.35
SWE        1983        79.64    73.63    76.58
SWE        1984        79.93    73.85    76.84
SWE        1985        79.69    73.78    76.69
SWE        1986        80.02    73.98    76.95
SWE        1987        80.14    74.16    77.11
SWE        1988        79.93    74.13    77.00
SWE        1989        80.56    74.78    77.65
SWE        1990        80.40    74.81    77.59
SWE        1991        80.54    74.95    77.73
SWE        1992        80.78    75.36    78.07
SWE        1993        80.78    75.49    78.14
SWE        1994        81.38    76.08    78.75
SWE        1995        81.44    76.18    78.82
SWE        1996        81.52    76.52    79.04
SWE        1997        81.80    76.70    79.27
SWE        1998        81.91    76.87    79.42
SWE        1999        81.89    77.07    79.51
SWE        2000        82.02    77.38    79.74
SWE        2001        82.05    77.54    79.84
SWE        2002        82.08    77.71    79.94
SWE        2003        82.41    77.91    80.19
SWE        2004        82.66    78.35    80.55
SWE        2005        82.75    78.42    80.62
SWE        2006        82.90    78.69    80.83
SWE        2007        82.94    78.93    80.97
SWE        2008        83.11    79.09    81.14
SWE        2009        83.32    79.34    81.37
SWE        2010        83.47    79.52    81.52
SWE        2011        83.66    79.80    81.76
SWE        2012        83.53    79.87    81.73
SWE        2013        83.71    80.10    81.94
SWE        2014        84.05    80.35    82.22
SWE        2015        84.02    80.32    82.19
SWE        2016        84.08    80.57    82.34
SWE        2017        84.11    80.73    82.44
SWE        2018        84.25    80.79    82.53
SWE        2019        84.73    81.35    83.05
SWE        2020        84.29    80.60    82.43
SWE        2021        84.82    81.22    83.02
SWE        2022        84.75    81.36    83.05
SWE        2023        84.91    81.59    83.25
SWE        2024        85.35    82.29    83.83
TWN        1970        71.43    66.32    68.66
TWN        1971        71.85    66.88    69.16
TWN        1972        72.26    67.40    69.61
TWN        1973        72.47    67.55    69.78
TWN        1974        72.86    68.02    70.22
TWN        1975        73.25    68.42    70.60
TWN        1976        73.59    68.85    70.97
TWN        1977        73.74    68.83    71.04
TWN        1978        74.24    69.31    71.53
TWN        1979        74.41    69.29    71.58
TWN        1980        74.48    69.53    71.76
TWN        1981        74.52    69.63    71.83
TWN        1982        75.01    70.14    72.32
TWN        1983        74.99    70.09    72.29
TWN        1984        75.67    70.71    72.94
TWN        1985        75.78    70.93    73.11
TWN        1986        75.94    71.01    73.23
TWN        1987        76.29    71.19    73.50
TWN        1988        76.09    70.95    73.28
TWN        1989        76.42    71.16    73.54
TWN        1990        76.69    71.40    73.79
TWN        1991        77.13    71.87    74.26
TWN        1992        77.13    71.84    74.24
TWN        1993        77.55    72.09    74.56
TWN        1994        77.86    72.10    74.71
TWN        1995        77.64    71.91    74.51
TWN        1996        77.82    72.08    74.69
TWN        1997        78.35    72.60    75.23
TWN        1998        78.60    72.75    75.43
TWN        1999        78.61    72.92    75.54
TWN        2000        79.24    73.43    76.10
TWN        2001        79.59    73.70    76.41
TWN        2002        79.89    74.20    76.84
TWN        2003        80.04    74.42    77.03
TWN        2004        80.35    74.33    77.13
TWN        2005        80.50    74.21    77.13
TWN        2006        81.28    74.83    77.84
TWN        2007        81.30    75.14    78.03
TWN        2008        81.56    75.31    78.25
TWN        2009        81.93    75.81    78.71
